;d;renewable
h7740;73315;0.036073159
h7741;72581;0.036524929
h7742;71965;0.030268598
h7743;71080;0.020945705
h7744;70880;0.009610382
h7745;71843;0.003477261
h7746;74186;0.002354681
h7747;73478;0.001930291
h7748;71179;0.002176711
h7749;66700;0.0019166
h7750;62899;0.0016428
h7751;59319;0.00161542
h7752;54586;0.002039811
h7753;50941;0.00232625
h7754;48788;0.002107309
h7755;48193;0.002052573
h7756;48563;0.002832551
h7757;50155;0.003475691
h7758;53819;0.003557794
h7759;62335;0.002805183
h7760;69330;0.004707235
h7761;71105;0.012288072
h7762;71424;0.031308584
h7763;72179;0.052846919
h7764;73034;0.066216013
h7765;72467;0.066749682
h7766;72091;0.050985919
h7767;71266;0.0303644
h7768;71121;0.012835425
h7769;72220;0.007731359
h7770;75045;0.00755347
h7771;74066;0.008374499
h7772;71765;0.008675543
h7773;67517;0.01045444
h7774;63513;0.013711189
h7775;60079;0.016270064
h7776;55432;0.017788968
h7777;51606;0.015796384
h7778;49393;0.016247709
h7779;48760;0.017902568
h7780;49166;0.019147132
h7781;50949;0.021007139
h7782;54630;0.022593616
h7783;62783;0.02348259
h7784;69710;0.022976558
h7785;71508;0.03079953
h7786;71467;0.058576547
h7787;72190;0.084288411
h7788;72667;0.09986597
h7789;71362;0.099907
h7790;70094;0.085081649
h7791;68760;0.060614349
h7792;68420;0.034601603
h7793;70185;0.02505539
h7794;73541;0.031401297
h7795;72390;0.035217046
h7796;69656;0.040318389
h7797;65040;0.043874285
h7798;61570;0.045871058
h7799;58746;0.044913701
h7800;54317;0.04751224
h7801;50532;0.05096543
h7802;48259;0.054479816
h7803;47040;0.059744557
h7804;46861;0.058992452
h7805;47193;0.057597637
h7806;47416;0.057953178
h7807;48896;0.066089596
h7808;52602;0.068879225
h7809;56124;0.081569303
h7810;58831;0.111886008
h7811;60381;0.14883492
h7812;60961;0.17164424
h7813;60100;0.179684936
h7814;57992;0.164711191
h7815;56056;0.129854502
h7816;55943;0.089623674
h7817;58557;0.080953944
h7818;63059;0.089514276
h7819;62834;0.089213434
h7820;60313;0.092878241
h7821;56421;0.092509025
h7822;53752;0.095394377
h7823;52223;0.088543376
h7824;48978;0.084550377
h7825;45447;0.080489305
h7826;43121;0.076607668
h7827;42034;0.070580195
h7828;41794;0.066534545
h7829;42006;0.064949088
h7830;41780;0.059167635
h7831;41575;0.061627828
h7832;43583;0.074871865
h7833;46872;0.089756031
h7834;50114;0.125087132
h7835;52640;0.163889838
h7836;55004;0.183284357
h7837;54303;0.184022415
h7838;52001;0.167771475
h7839;50459;0.138413176
h7840;50473;0.115519716
h7841;53463;0.125647509
h7842;58632;0.145383722
h7843;59615;0.15940682
h7844;57903;0.162741748
h7845;55101;0.161661997
h7846;53041;0.159693843
h7847;52290;0.154882799
h7848;48773;0.145124035
h7849;45582;0.140913933
h7850;43975;0.137390402
h7851;43401;0.132255333
h7852;44175;0.126478381
h7853;46234;0.122900221
h7854;50890;0.117328125
h7855;61003;0.122599765
h7856;68764;0.116399443
h7857;71019;0.109407009
h7858;71109;0.107126274
h7859;71890;0.127994319
h7860;72662;0.140217421
h7861;71901;0.152700008
h7862;71332;0.14135096
h7863;70472;0.11471962
h7864;70250;0.076001748
h7865;71612;0.066796864
h7866;74809;0.081478244
h7867;74129;0.093441862
h7868;71959;0.099177843
h7869;67609;0.097060993
h7870;63448;0.090874327
h7871;59974;0.079839393
h7872;54894;0.067179263
h7873;51334;0.058560896
h7874;49300;0.054683233
h7875;48752;0.049194429
h7876;49204;0.043487165
h7877;50740;0.033424358
h7878;54342;0.02635172
h7879;63174;0.027252867
h7880;70110;0.023825778
h7881;72030;0.029574003
h7882;71892;0.05558438
h7883;72567;0.082222829
h7884;73262;0.097569634
h7885;72399;0.103181322
h7886;72017;0.085649918
h7887;71356;0.060199345
h7888;71309;0.03536319
h7889;72934;0.036155106
h7890;75744;0.038803932
h7891;74825;0.047119061
h7892;72591;0.051228837
h7893;68233;0.053864009
h7894;64271;0.057018023
h7895;60787;0.060991262
h7896;55825;0.06084107
h7897;52233;0.062841157
h7898;50042;0.066525655
h7899;49203;0.07150655
h7900;49722;0.077019651
h7901;51335;0.084252183
h7902;55228;0.091457424
h7903;63958;0.099617904
h7904;70976;0.103070415
h7905;72785;0.109566048
h7906;72752;0.131004367
h7907;73567;0.155458515
h7908;74421;0.167699236
h7909;73629;0.170141921
h7910;73117;0.157928493
h7911;72513;0.129721616
h7912;72499;0.113960153
h7913;73974;0.123321507
h7914;76504;0.13474345
h7915;75583;0.137336245
h7916;73326;0.135739629
h7917;69095;0.130431223
h7918;65206;0.123689956
h7919;61467;0.118927402
h7920;56499;0.115365721
h7921;52635;0.109287829
h7922;50431;0.109151423
h7923;49667;0.10826479
h7924;50013;0.10931511
h7925;51476;0.110324508
h7926;55092;0.111934089
h7927;63797;0.116899237
h7928;71006;0.119190844
h7929;72656;0.128016259
h7930;72608;0.144603129
h7931;73246;0.162785939
h7932;73854;0.175116967
h7933;73132;0.174885079
h7934;72546;0.160126038
h7935;71880;0.137059923
h7936;71809;0.124060509
h7937;73543;0.135791355
h7938;76251;0.155215452
h7939;75325;0.16674169
h7940;73230;0.161094515
h7941;69168;0.159103
h7942;65332;0.160207881
h7943;61859;0.164504645
h7944;57000;0.166332474
h7945;53239;0.160263402
h7946;50928;0.160304303
h7947;50085;0.171402083
h7948;50519;0.172151933
h7949;52034;0.182472596
h7950;55789;0.182554398
h7951;64002;0.192166112
h7952;71286;0.197360528
h7953;73372;0.207204014
h7954;73471;0.224327862
h7955;74237;0.240197415
h7956;74511;0.24610078
h7957;73231;0.242365163
h7958;71941;0.224423297
h7959;70682;0.201532421
h7960;70370;0.184981186
h7961;72147;0.174865027
h7962;74572;0.178723346
h7963;73196;0.178559743
h7964;70830;0.172697279
h7965;66938;0.176678301
h7966;63349;0.180100344
h7967;60780;0.187789715
h7968;56804;0.182077221
h7969;53211;0.172762593
h7970;50779;0.166409924
h7971;49261;0.159402904
h7972;48884;0.151564311
h7973;48792;0.144802672
h7974;48812;0.140631177
h7975;50086;0.141353691
h7976;53877;0.140344898
h7977;57675;0.137891078
h7978;60917;0.141203735
h7979;62766;0.144489128
h7980;63513;0.145402495
h7981;62625;0.141244632
h7982;60749;0.132083703
h7983;59596;0.120796128
h7984;59672;0.110217436
h7985;62056;0.112521301
h7986;64554;0.111648831
h7987;64068;0.105650603
h7988;61812;0.095344557
h7989;58195;0.089946152
h7990;55807;0.08847386
h7991;54707;0.088446595
h7992;51270;0.090791357
h7993;47799;0.086547763
h7994;45587;0.081342907
h7995;44316;0.079367242
h7996;43816;0.075920047
h7997;43845;0.077023694
h7998;43635;0.079885003
h7999;43316;0.0834412
h8000;45353;0.086697641
h8001;49059;0.096766722
h8002;53005;0.103674737
h8003;55937;0.105473274
h8004;58669;0.109029471
h8005;58469;0.112681046
h8006;56559;0.106345292
h8007;55327;0.092297631
h8008;55291;0.084149715
h8009;57435;0.087229027
h8010;60426;0.096466966
h8011;61172;0.103865491
h8012;60015;0.106576922
h8013;57633;0.107121933
h8014;56134;0.107939449
h8015;55729;0.109846988
h8016;52185;0.115010968
h8017;49306;0.120747419
h8018;47704;0.131138834
h8019;47266;0.143763789
h8020;47735;0.145575137
h8021;49520;0.146787242
h8022;53603;0.14714134
h8023;63229;0.143518645
h8024;71293;0.14761801
h8025;74013;0.1603383
h8026;74724;0.179091875
h8027;75814;0.189973579
h8028;76857;0.191825784
h8029;76489;0.177253289
h8030;76120;0.1658132
h8031;75382;0.153542342
h8032;75238;0.146460382
h8033;76352;0.139310326
h8034;78000;0.14537085
h8035;77080;0.141462152
h8036;75049;0.130253589
h8037;70852;0.118513878
h8038;67173;0.109824858
h8039;63801;0.097322474
h8040;58805;0.089096505
h8041;55184;0.08212613
h8042;53066;0.077197473
h8043;52140;0.073848165
h8044;52248;0.069790872
h8045;53733;0.064834985
h8046;57279;0.058449515
h8047;65688;0.053970156
h8048;72684;0.053561704
h8049;74839;0.053452783
h8050;75000;0.055072977
h8051;75813;0.059960789
h8052;76755;0.057932142
h8053;76406;0.052241041
h8054;76137;0.042002505
h8055;75644;0.02924518
h8056;75730;0.020681298
h8057;76701;0.01633809
h8058;78453;0.016161094
h8059;77439;0.013955451
h8060;75295;0.012471408
h8061;71381;0.010538068
h8062;67321;0.009489707
h8063;63749;0.010265766
h8064;59102;0.009857314
h8065;55495;0.010843832
h8066;53313;0.013020762
h8067;52330;0.012544559
h8068;52559;0.013592207
h8069;53911;0.014408555
h8070;57382;0.014218074
h8071;65895;0.013197638
h8072;73214;0.013660236
h8073;75576;0.015116058
h8074;75770;0.018272606
h8075;76719;0.024490462
h8076;77600;0.028055185
h8077;77154;0.028354513
h8078;76883;0.025470081
h8079;76363;0.020381507
h8080;76199;0.013578601
h8081;77366;0.013102397
h8082;79120;0.014286103
h8083;77705;0.016190917
h8084;75633;0.019660399
h8085;71454;0.02076247
h8086;67787;0.02160603
h8087;64364;0.020653623
h8088;59564;0.018735204
h8089;55966;0.018489063
h8090;53599;0.019032859
h8091;52653;0.021847003
h8092;52781;0.023627935
h8093;54040;0.023410416
h8094;57474;0.027842354
h8095;65803;0.031295458
h8096;73156;0.034694183
h8097;75329;0.0405128
h8098;75521;0.047908425
h8099;76229;0.056187718
h8100;77087;0.059056242
h8101;76426;0.059232976
h8102;75952;0.054841823
h8103;75428;0.047704501
h8104;75317;0.04253844
h8105;76440;0.043109425
h8106;77950;0.044686434
h8107;76979;0.043476488
h8108;74911;0.040621559
h8109;70805;0.036801392
h8110;67130;0.033892084
h8111;63898;0.030017537
h8112;59047;0.02627894
h8113;55165;0.022900038
h8114;53006;0.019221372
h8115;51935;0.016723679
h8116;52177;0.014253136
h8117;53579;0.012393441
h8118;56822;0.010384427
h8119;65026;0.0087012
h8120;72392;0.008375414
h8121;74799;0.011646848
h8122;75009;0.017850356
h8123;75738;0.028899929
h8124;76312;0.035239181
h8125;75656;0.037872618
h8126;74440;0.037451811
h8127;73219;0.031954173
h8128;72802;0.026999511
h8129;74316;0.029320736
h8130;75617;0.034234674
h8131;73926;0.037411088
h8132;71559;0.040125971
h8133;67737;0.040967584
h8134;64368;0.041863496
h8135;61944;0.038361297
h8136;57698;0.035714286
h8137;53932;0.033036987
h8138;51336;0.029725144
h8139;49775;0.029304377
h8140;49373;0.026874788
h8141;49456;0.027974211
h8142;49465;0.027254835
h8143;50493;0.028204954
h8144;53985;0.029507974
h8145;57871;0.029711571
h8146;60949;0.035724466
h8147;62743;0.042321004
h8148;63679;0.048523923
h8149;62794;0.049433322
h8150;60980;0.037950458
h8151;59798;0.024675942
h8152;59693;0.013383101
h8153;61832;0.011808619
h8154;64288;0.015568375
h8155;63599;0.018608755
h8156;61684;0.021907024
h8157;58424;0.024255175
h8158;56309;0.025571768
h8159;55018;0.026739057
h8160;51648;0.02910078
h8161;48006;0.032912595
h8162;45717;0.036237785
h8163;44701;0.038463626
h8164;44534;0.042318132
h8165;44601;0.045371878
h8166;44410;0.052836591
h8167;43839;0.058577633
h8168;45871;0.069747557
h8169;49093;0.079885993
h8170;52828;0.103406623
h8171;55629;0.129953855
h8172;58396;0.154818132
h8173;57992;0.170616178
h8174;56403;0.176669381
h8175;55545;0.175067861
h8176;55577;0.17512215
h8177;58089;0.180320304
h8178;61276;0.191408795
h8179;62025;0.19803203
h8180;60907;0.200298588
h8181;58465;0.192521716
h8182;56853;0.189413681
h8183;56448;0.180266015
h8184;53012;0.173113464
h8185;50014;0.167792518
h8186;48134;0.163682483
h8187;47322;0.159165514
h8188;47982;0.155082608
h8189;49774;0.149765335
h8190;53883;0.150619896
h8191;63405;0.154960527
h8192;71134;0.146469168
h8193;73121;0.148015518
h8194;73062;0.157958276
h8195;73614;0.17620249
h8196;74272;0.189712704
h8197;73590;0.188207048
h8198;73114;0.165405171
h8199;72599;0.129133773
h8200;72796;0.095100513
h8201;74795;0.076842734
h8202;77347;0.078158487
h8203;76385;0.077127587
h8204;74453;0.070508125
h8205;70284;0.062233797
h8206;66676;0.058639212
h8207;63272;0.052575893
h8208;58197;0.042945118
h8209;54970;0.03661926
h8210;52971;0.029148985
h8211;52077;0.022343036
h8212;52422;0.023753034
h8213;53797;0.023020919
h8214;57168;0.021190634
h8215;65230;0.020268713
h8216;72552;0.019170542
h8217;74744;0.023237842
h8218;74518;0.038530891
h8219;75236;0.058840277
h8220;75680;0.074838325
h8221;75430;0.08149514
h8222;75003;0.075868708
h8223;74481;0.063327865
h8224;74658;0.05545086
h8225;76427;0.058040375
h8226;78408;0.067164685
h8227;77360;0.082701772
h8228;75368;0.102373948
h8229;71296;0.129936686
h8230;67748;0.150964628
h8231;64252;0.173958432
h8232;59668;0.197426755
h8233;56057;0.215193303
h8234;53630;0.235295711
h8235;52849;0.253596489
h8236;53152;0.271545068
h8237;54611;0.2915662
h8238;58118;0.293340739
h8239;66420;0.305193574
h8240;73664;0.314702934
h8241;76035;0.304421446
h8242;76112;0.31193953
h8243;77114;0.300479532
h8244;77926;0.286784427
h8245;77037;0.274999323
h8246;76303;0.266058898
h8247;75488;0.241310179
h8248;75037;0.212755005
h8249;76400;0.196784156
h8250;78385;0.194440682
h8251;77290;0.200495787
h8252;75170;0.2047899
h8253;71261;0.214692097
h8254;67734;0.211874509
h8255;64260;0.216195714
h8256;59118;0.226030181
h8257;55373;0.22649914
h8258;53118;0.227622903
h8259;52061;0.231684697
h8260;52537;0.235448625
h8261;53822;0.24518339
h8262;57212;0.254999391
h8263;65293;0.266832749
h8264;72682;0.272302631
h8265;75034;0.274292909
h8266;74886;0.287331266
h8267;75820;0.308628603
h8268;76732;0.32501117
h8269;75902;0.328274144
h8270;75727;0.314883765
h8271;75060;0.309183715
h8272;74627;0.305189618
h8273;76240;0.299137546
h8274;77898;0.293721821
h8275;76566;0.290716094
h8276;74543;0.291650307
h8277;70846;0.289687107
h8278;67352;0.287926996
h8279;64028;0.281211498
h8280;58936;0.26878241
h8281;54792;0.263126556
h8282;52320;0.259391577
h8283;51420;0.255223557
h8284;51397;0.254465736
h8285;52708;0.254519866
h8286;56042;0.260961351
h8287;64326;0.271286673
h8288;71490;0.287593374
h8289;73760;0.320450363
h8290;73896;0.358490311
h8291;74608;0.404000217
h8292;75332;0.44944246
h8293;74692;0.452176031
h8294;73404;0.444624878
h8295;72094;0.418845404
h8296;71651;0.38536592
h8297;73666;0.377679441
h8298;75044;0.362320017
h8299;73082;0.336161633
h8300;70309;0.314847894
h8301;66329;0.298690051
h8302;62954;0.280285807
h8303;60350;0.265156436
h8304;56034;0.270975425
h8305;51886;0.247933661
h8306;49309;0.227534056
h8307;47977;0.220689095
h8308;47807;0.207296782
h8309;48242;0.18396169
h8310;48659;0.171827442
h8311;49735;0.156635959
h8312;53430;0.145962691
h8313;57238;0.143690056
h8314;59964;0.151197868
h8315;61679;0.162561043
h8316;62463;0.161911719
h8317;61729;0.15494501
h8318;60144;0.136412213
h8319;58725;0.107733723
h8320;58901;0.086224856
h8321;61693;0.078365326
h8322;64014;0.075172815
h8323;63563;0.071493311
h8324;61403;0.073806528
h8325;57855;0.071533893
h8326;55447;0.06498654
h8327;54464;0.060211301
h8328;50902;0.053082261
h8329;47555;0.050618186
h8330;45225;0.045166788
h8331;43919;0.039661283
h8332;43601;0.037266997
h8333;43740;0.037510483
h8334;43447;0.039228418
h8335;43026;0.0407705
h8336;45213;0.045180315
h8337;48518;0.049671293
h8338;51921;0.062035008
h8339;54708;0.085626167
h8340;57368;0.10709358
h8341;56972;0.113153694
h8342;54959;0.105159213
h8343;53494;0.08670833
h8344;53431;0.067445824
h8345;56183;0.070678787
h8346;59848;0.089521954
h8347;60928;0.106417228
h8348;59891;0.117035955
h8349;57813;0.127776425
h8350;56349;0.13602792
h8351;55698;0.136176717
h8352;51905;0.142466791
h8353;48693;0.146481577
h8354;47086;0.15419967
h8355;46552;0.157335568
h8356;46984;0.164945527
h8357;48813;0.172555486
h8358;52934;0.180638534
h8359;61905;0.18424752
h8360;70019;0.187613203
h8361;72535;0.191708794
h8362;72306;0.204441621
h8363;73348;0.216728393
h8364;74211;0.234705739
h8365;73650;0.231083236
h8366;73089;0.205941986
h8367;72164;0.180625017
h8368;71852;0.156781379
h8369;73183;0.14448109
h8370;74903;0.130464167
h8371;73902;0.120583385
h8372;71925;0.11371685
h8373;67813;0.103768484
h8374;64190;0.097253386
h8375;60751;0.091157309
h8376;55473;0.085737071
h8377;51709;0.081901675
h8378;49475;0.077930848
h8379;48415;0.073392761
h8380;48876;0.068530524
h8381;50377;0.072015127
h8382;54014;0.078592653
h8383;62485;0.089100486
h8384;70211;0.096164236
h8385;72856;0.104821718
h8386;72562;0.122379795
h8387;73182;0.143476499
h8388;73795;0.164384117
h8389;73188;0.172906537
h8390;72538;0.161277688
h8391;71925;0.138222582
h8392;71707;0.124972988
h8393;73365;0.122447326
h8394;75497;0.124297677
h8395;74318;0.120205294
h8396;72362;0.123527823
h8397;68369;0.122136683
h8398;64560;0.128997839
h8399;61133;0.128227985
h8400;56059;0.134764992
h8401;52417;0.140036173
h8402;50238;0.142938128
h8403;49352;0.145057229
h8404;49853;0.14037361
h8405;51221;0.138875391
h8406;54620;0.142533204
h8407;63027;0.14755426
h8408;70297;0.153466148
h8409;72562;0.167975921
h8410;72539;0.195375769
h8411;73628;0.204027643
h8412;74380;0.206497678
h8413;73931;0.196563546
h8414;73664;0.179961667
h8415;73017;0.15654357
h8416;72759;0.148971493
h8417;73787;0.144989742
h8418;74693;0.136742792
h8419;73351;0.136688803
h8420;71131;0.132626066
h8421;67093;0.134974625
h8422;63465;0.135352554
h8423;60186;0.136972249
h8424;55127;0.139266818
h8425;50991;0.13864804
h8426;48459;0.141102226
h8427;47326;0.144244124
h8428;47587;0.139308782
h8429;49014;0.139187422
h8430;52445;0.133941936
h8431;60493;0.132809234
h8432;68181;0.139308782
h8433;70436;0.148262517
h8434;70317;0.158672582
h8435;71028;0.177025041
h8436;71946;0.195579768
h8437;71341;0.204182904
h8438;70756;0.212152267
h8439;69999;0.21911029
h8440;69997;0.233862377
h8441;71520;0.260292075
h8442;73305;0.2985612
h8443;72330;0.324680754
h8444;70260;0.344516512
h8445;66075;0.349802451
h8446;62530;0.350732885
h8447;59415;0.3479281
h8448;54232;0.339122696
h8449;49976;0.335210205
h8450;47425;0.330226168
h8451;46374;0.325794415
h8452;46690;0.317496666
h8453;48269;0.314182955
h8454;51597;0.318789822
h8455;59255;0.332758597
h8456;66492;0.334536687
h8457;68854;0.331101742
h8458;68642;0.338133276
h8459;69171;0.339561135
h8460;69496;0.351280359
h8461;68564;0.340113421
h8462;66913;0.324366556
h8463;65625;0.305184746
h8464;65428;0.289330118
h8465;67533;0.282783518
h8466;69566;0.277637836
h8467;68403;0.282015706
h8468;65918;0.284197907
h8469;62076;0.287659792
h8470;59161;0.298772849
h8471;56982;0.295203201
h8472;52977;0.301951857
h8473;49055;0.303688541
h8474;46813;0.30472548
h8475;45684;0.316872483
h8476;45648;0.316441548
h8477;45949;0.315243007
h8478;46151;0.322447715
h8479;47048;0.332440039
h8480;50470;0.342351563
h8481;54121;0.36155514
h8482;56957;0.377998034
h8483;59192;0.395558668
h8484;60755;0.396043471
h8485;60474;0.396811075
h8486;58904;0.390225837
h8487;57950;0.368355845
h8488;58313;0.356033775
h8489;60605;0.352694022
h8490;63199;0.354310031
h8491;62673;0.339752481
h8492;60497;0.333652046
h8493;56930;0.327147609
h8494;54665;0.330568162
h8495;53326;0.317895956
h8496;49723;0.311485786
h8497;46149;0.300460507
h8498;43706;0.285473837
h8499;42289;0.266609216
h8500;41763;0.252901732
h8501;41897;0.240783131
h8502;41572;0.221070207
h8503;41052;0.21180621
h8504;43053;0.205235236
h8505;45954;0.210863652
h8506;49006;0.230657367
h8507;51703;0.25871866
h8508;54751;0.290604045
h8509;55004;0.302722646
h8510;53594;0.295222578
h8511;52377;0.279024049
h8512;52465;0.271456656
h8513;54787;0.273611074
h8514;57747;0.292354509
h8515;58220;0.307879783
h8516;57040;0.330353055
h8517;54952;0.344383702
h8518;56083;0.353876606
h8519;52583;0.358145046
h8520;48875;0.36279051
h8521;45088;0.356954462
h8522;42780;0.355810636
h8523;42025;0.35591829
h8524;42194;0.357237055
h8525;43706;0.358528905
h8526;46271;0.359080633
h8527;51515;0.367598773
h8528;57943;0.365620627
h8529;62004;0.369819141
h8530;63556;0.386976531
h8531;64281;0.408870707
h8532;65010;0.416716008
h8533;64743;0.419057487
h8534;63932;0.413715147
h8535;63064;0.398051459
h8536;62870;0.380275057
h8537;64568;0.369079018
h8538;66502;0.367962106
h8539;65954;0.360197545
h8540;63775;0.359363225
h8541;59886;0.354720637
h8542;57055;0.35667187
h8543;54359;0.347265583
h8544;49677;0.349068791
h8545;45470;0.348848156
h8546;43035;0.351134362
h8547;42014;0.350878845
h8548;42214;0.354348499
