left,top,right,bottom,id,X,Y
7.7626195250,52.8907844820,8.1126195250,53.1157844820,278,7.7626195250,52.8907844820
7.7626195250,52.6657844820,8.1126195250,52.8907844820,279,7.7626195250,52.6657844820
7.7626195250,52.4407844820,8.1126195250,52.6657844820,280,7.7626195250,52.4407844820
7.7626195250,52.2157844820,8.1126195250,52.4407844820,281,7.7626195250,52.2157844820
7.7626195250,51.9907844820,8.1126195250,52.2157844820,282,7.7626195250,51.9907844820
7.7626195250,51.7657844820,8.1126195250,51.9907844820,283,7.7626195250,51.7657844820
7.7626195250,51.5407844820,8.1126195250,51.7657844820,284,7.7626195250,51.5407844820
7.7626195250,51.3157844820,8.1126195250,51.5407844820,285,7.7626195250,51.3157844820
7.7626195250,51.0907844820,8.1126195250,51.3157844820,286,7.7626195250,51.0907844820
7.7626195250,50.8657844820,8.1126195250,51.0907844820,287,7.7626195250,50.8657844820
7.7626195250,50.6407844820,8.1126195250,50.8657844820,288,7.7626195250,50.6407844820
7.7626195250,50.4157844820,8.1126195250,50.6407844820,289,7.7626195250,50.4157844820
7.7626195250,50.1907844820,8.1126195250,50.4157844820,290,7.7626195250,50.1907844820
7.7626195250,49.9657844820,8.1126195250,50.1907844820,291,7.7626195250,49.9657844820
7.7626195250,49.7407844820,8.1126195250,49.9657844820,292,7.7626195250,49.7407844820
7.7626195250,49.5157844820,8.1126195250,49.7407844820,293,7.7626195250,49.5157844820
7.7626195250,49.2907844820,8.1126195250,49.5157844820,294,7.7626195250,49.2907844820
7.7626195250,49.0657844820,8.1126195250,49.2907844820,295,7.7626195250,49.0657844820
7.7626195250,48.3907844820,8.1126195250,48.6157844820,298,7.7626195250,48.3907844820
7.7626195250,48.1657844820,8.1126195250,48.3907844820,299,7.7626195250,48.1657844820
7.7626195250,47.9407844820,8.1126195250,48.1657844820,300,7.7626195250,47.9407844820
7.7626195250,47.7157844820,8.1126195250,47.9407844820,301,7.7626195250,47.7157844820
8.1126195250,53.5657844820,8.4626195250,53.7907844820,313,8.1126195250,53.5657844820
8.1126195250,53.3407844820,8.4626195250,53.5657844820,314,8.1126195250,53.3407844820
8.1126195250,53.1157844820,8.4626195250,53.3407844820,315,8.1126195250,53.1157844820
8.1126195250,52.8907844820,8.4626195250,53.1157844820,316,8.1126195250,52.8907844820
8.1126195250,52.6657844820,8.4626195250,52.8907844820,317,8.1126195250,52.6657844820
8.1126195250,52.4407844820,8.4626195250,52.6657844820,318,8.1126195250,52.4407844820
8.1126195250,52.2157844820,8.4626195250,52.4407844820,319,8.1126195250,52.2157844820
8.1126195250,51.9907844820,8.4626195250,52.2157844820,320,8.1126195250,51.9907844820
8.1126195250,51.7657844820,8.4626195250,51.9907844820,321,8.1126195250,51.7657844820
8.1126195250,51.5407844820,8.4626195250,51.7657844820,322,8.1126195250,51.5407844820
8.1126195250,51.3157844820,8.4626195250,51.5407844820,323,8.1126195250,51.3157844820
8.1126195250,51.0907844820,8.4626195250,51.3157844820,324,8.1126195250,51.0907844820
8.1126195250,50.8657844820,8.4626195250,51.0907844820,325,8.1126195250,50.8657844820
8.1126195250,50.6407844820,8.4626195250,50.8657844820,326,8.1126195250,50.6407844820
8.1126195250,50.4157844820,8.4626195250,50.6407844820,327,8.1126195250,50.4157844820
8.1126195250,50.1907844820,8.4626195250,50.4157844820,328,8.1126195250,50.1907844820
8.1126195250,49.9657844820,8.4626195250,50.1907844820,329,8.1126195250,49.9657844820
8.1126195250,49.7407844820,8.4626195250,49.9657844820,330,8.1126195250,49.7407844820
8.1126195250,49.5157844820,8.4626195250,49.7407844820,331,8.1126195250,49.5157844820
8.1126195250,49.2907844820,8.4626195250,49.5157844820,332,8.1126195250,49.2907844820
8.1126195250,49.0657844820,8.4626195250,49.2907844820,333,8.1126195250,49.0657844820
8.1126195250,48.8407844820,8.4626195250,49.0657844820,334,8.1126195250,48.8407844820
8.1126195250,48.6157844820,8.4626195250,48.8407844820,335,8.1126195250,48.6157844820
8.1126195250,48.3907844820,8.4626195250,48.6157844820,336,8.1126195250,48.3907844820
8.1126195250,48.1657844820,8.4626195250,48.3907844820,337,8.1126195250,48.1657844820
8.1126195250,47.9407844820,8.4626195250,48.1657844820,338,8.1126195250,47.9407844820
8.1126195250,47.7157844820,8.4626195250,47.9407844820,339,8.1126195250,47.7157844820
8.4626195250,54.6907844820,8.8126195250,54.9157844820,346,8.4626195250,54.6907844820
8.4626195250,53.3407844820,8.8126195250,53.5657844820,352,8.4626195250,53.3407844820
8.4626195250,53.1157844820,8.8126195250,53.3407844820,353,8.4626195250,53.1157844820
8.4626195250,52.8907844820,8.8126195250,53.1157844820,354,8.4626195250,52.8907844820
8.4626195250,52.6657844820,8.8126195250,52.8907844820,355,8.4626195250,52.6657844820
8.4626195250,52.4407844820,8.8126195250,52.6657844820,356,8.4626195250,52.4407844820
8.4626195250,52.2157844820,8.8126195250,52.4407844820,357,8.4626195250,52.2157844820
8.4626195250,51.9907844820,8.8126195250,52.2157844820,358,8.4626195250,51.9907844820
8.4626195250,51.7657844820,8.8126195250,51.9907844820,359,8.4626195250,51.7657844820
8.4626195250,51.5407844820,8.8126195250,51.7657844820,360,8.4626195250,51.5407844820
8.4626195250,51.3157844820,8.8126195250,51.5407844820,361,8.4626195250,51.3157844820
8.4626195250,51.0907844820,8.8126195250,51.3157844820,362,8.4626195250,51.0907844820
8.4626195250,50.8657844820,8.8126195250,51.0907844820,363,8.4626195250,50.8657844820
8.4626195250,50.6407844820,8.8126195250,50.8657844820,364,8.4626195250,50.6407844820
8.4626195250,50.4157844820,8.8126195250,50.6407844820,365,8.4626195250,50.4157844820
8.4626195250,50.1907844820,8.8126195250,50.4157844820,366,8.4626195250,50.1907844820
8.4626195250,49.9657844820,8.8126195250,50.1907844820,367,8.4626195250,49.9657844820
8.4626195250,49.7407844820,8.8126195250,49.9657844820,368,8.4626195250,49.7407844820
8.4626195250,49.5157844820,8.8126195250,49.7407844820,369,8.4626195250,49.5157844820
8.4626195250,49.2907844820,8.8126195250,49.5157844820,370,8.4626195250,49.2907844820
8.4626195250,49.0657844820,8.8126195250,49.2907844820,371,8.4626195250,49.0657844820
8.4626195250,48.8407844820,8.8126195250,49.0657844820,372,8.4626195250,48.8407844820
8.4626195250,48.6157844820,8.8126195250,48.8407844820,373,8.4626195250,48.6157844820
8.4626195250,48.3907844820,8.8126195250,48.6157844820,374,8.4626195250,48.3907844820
8.4626195250,48.1657844820,8.8126195250,48.3907844820,375,8.4626195250,48.1657844820
8.4626195250,47.9407844820,8.8126195250,48.1657844820,376,8.4626195250,47.9407844820
8.8126195250,54.6907844820,9.1626195250,54.9157844820,384,8.8126195250,54.6907844820
8.8126195250,53.7907844820,9.1626195250,54.0157844820,388,8.8126195250,53.7907844820
8.8126195250,53.5657844820,9.1626195250,53.7907844820,389,8.8126195250,53.5657844820
8.8126195250,53.3407844820,9.1626195250,53.5657844820,390,8.8126195250,53.3407844820
8.8126195250,53.1157844820,9.1626195250,53.3407844820,391,8.8126195250,53.1157844820
8.8126195250,52.8907844820,9.1626195250,53.1157844820,392,8.8126195250,52.8907844820
8.8126195250,52.6657844820,9.1626195250,52.8907844820,393,8.8126195250,52.6657844820
8.8126195250,52.4407844820,9.1626195250,52.6657844820,394,8.8126195250,52.4407844820
8.8126195250,52.2157844820,9.1626195250,52.4407844820,395,8.8126195250,52.2157844820
8.8126195250,51.9907844820,9.1626195250,52.2157844820,396,8.8126195250,51.9907844820
8.8126195250,51.7657844820,9.1626195250,51.9907844820,397,8.8126195250,51.7657844820
8.8126195250,51.5407844820,9.1626195250,51.7657844820,398,8.8126195250,51.5407844820
8.8126195250,51.3157844820,9.1626195250,51.5407844820,399,8.8126195250,51.3157844820
8.8126195250,51.0907844820,9.1626195250,51.3157844820,400,8.8126195250,51.0907844820
8.8126195250,50.8657844820,9.1626195250,51.0907844820,401,8.8126195250,50.8657844820
8.8126195250,50.6407844820,9.1626195250,50.8657844820,402,8.8126195250,50.6407844820
8.8126195250,50.4157844820,9.1626195250,50.6407844820,403,8.8126195250,50.4157844820
8.8126195250,50.1907844820,9.1626195250,50.4157844820,404,8.8126195250,50.1907844820
8.8126195250,49.9657844820,9.1626195250,50.1907844820,405,8.8126195250,49.9657844820
8.8126195250,49.7407844820,9.1626195250,49.9657844820,406,8.8126195250,49.7407844820
8.8126195250,49.5157844820,9.1626195250,49.7407844820,407,8.8126195250,49.5157844820
8.8126195250,49.2907844820,9.1626195250,49.5157844820,408,8.8126195250,49.2907844820
8.8126195250,49.0657844820,9.1626195250,49.2907844820,409,8.8126195250,49.0657844820
8.8126195250,48.8407844820,9.1626195250,49.0657844820,410,8.8126195250,48.8407844820
8.8126195250,48.6157844820,9.1626195250,48.8407844820,411,8.8126195250,48.6157844820
8.8126195250,48.3907844820,9.1626195250,48.6157844820,412,8.8126195250,48.3907844820
8.8126195250,48.1657844820,9.1626195250,48.3907844820,413,8.8126195250,48.1657844820
8.8126195250,47.9407844820,9.1626195250,48.1657844820,414,8.8126195250,47.9407844820
9.1626195250,54.6907844820,9.5126195250,54.9157844820,422,9.1626195250,54.6907844820
9.1626195250,54.4657844820,9.5126195250,54.6907844820,423,9.1626195250,54.4657844820
9.1626195250,54.2407844820,9.5126195250,54.4657844820,424,9.1626195250,54.2407844820
9.1626195250,54.0157844820,9.5126195250,54.2407844820,425,9.1626195250,54.0157844820
9.1626195250,53.7907844820,9.5126195250,54.0157844820,426,9.1626195250,53.7907844820
9.1626195250,53.5657844820,9.5126195250,53.7907844820,427,9.1626195250,53.5657844820
9.1626195250,53.3407844820,9.5126195250,53.5657844820,428,9.1626195250,53.3407844820
9.1626195250,53.1157844820,9.5126195250,53.3407844820,429,9.1626195250,53.1157844820
9.1626195250,52.8907844820,9.5126195250,53.1157844820,430,9.1626195250,52.8907844820
9.1626195250,52.6657844820,9.5126195250,52.8907844820,431,9.1626195250,52.6657844820
9.1626195250,52.4407844820,9.5126195250,52.6657844820,432,9.1626195250,52.4407844820
9.1626195250,52.2157844820,9.5126195250,52.4407844820,433,9.1626195250,52.2157844820
9.1626195250,51.9907844820,9.5126195250,52.2157844820,434,9.1626195250,51.9907844820
9.1626195250,51.7657844820,9.5126195250,51.9907844820,435,9.1626195250,51.7657844820
9.1626195250,51.5407844820,9.5126195250,51.7657844820,436,9.1626195250,51.5407844820
9.1626195250,51.3157844820,9.5126195250,51.5407844820,437,9.1626195250,51.3157844820
9.1626195250,51.0907844820,9.5126195250,51.3157844820,438,9.1626195250,51.0907844820
9.1626195250,50.8657844820,9.5126195250,51.0907844820,439,9.1626195250,50.8657844820
9.1626195250,50.6407844820,9.5126195250,50.8657844820,440,9.1626195250,50.6407844820
9.1626195250,50.4157844820,9.5126195250,50.6407844820,441,9.1626195250,50.4157844820
9.1626195250,50.1907844820,9.5126195250,50.4157844820,442,9.1626195250,50.1907844820
9.1626195250,49.9657844820,9.5126195250,50.1907844820,443,9.1626195250,49.9657844820
9.1626195250,49.7407844820,9.5126195250,49.9657844820,444,9.1626195250,49.7407844820
9.1626195250,49.5157844820,9.5126195250,49.7407844820,445,9.1626195250,49.5157844820
9.1626195250,49.2907844820,9.5126195250,49.5157844820,446,9.1626195250,49.2907844820
9.1626195250,49.0657844820,9.5126195250,49.2907844820,447,9.1626195250,49.0657844820
9.1626195250,48.8407844820,9.5126195250,49.0657844820,448,9.1626195250,48.8407844820
9.1626195250,48.6157844820,9.5126195250,48.8407844820,449,9.1626195250,48.6157844820
9.1626195250,48.3907844820,9.5126195250,48.6157844820,450,9.1626195250,48.3907844820
9.1626195250,48.1657844820,9.5126195250,48.3907844820,451,9.1626195250,48.1657844820
9.1626195250,47.9407844820,9.5126195250,48.1657844820,452,9.1626195250,47.9407844820
9.1626195250,47.7157844820,9.5126195250,47.9407844820,453,9.1626195250,47.7157844820
9.5126195250,54.6907844820,9.8626195250,54.9157844820,460,9.5126195250,54.6907844820
9.5126195250,54.4657844820,9.8626195250,54.6907844820,461,9.5126195250,54.4657844820
9.5126195250,54.2407844820,9.8626195250,54.4657844820,462,9.5126195250,54.2407844820
9.5126195250,54.0157844820,9.8626195250,54.2407844820,463,9.5126195250,54.0157844820
9.5126195250,53.7907844820,9.8626195250,54.0157844820,464,9.5126195250,53.7907844820
9.5126195250,53.5657844820,9.8626195250,53.7907844820,465,9.5126195250,53.5657844820
9.5126195250,53.3407844820,9.8626195250,53.5657844820,466,9.5126195250,53.3407844820
9.5126195250,53.1157844820,9.8626195250,53.3407844820,467,9.5126195250,53.1157844820
9.5126195250,52.8907844820,9.8626195250,53.1157844820,468,9.5126195250,52.8907844820
9.5126195250,52.6657844820,9.8626195250,52.8907844820,469,9.5126195250,52.6657844820
9.5126195250,52.4407844820,9.8626195250,52.6657844820,470,9.5126195250,52.4407844820
9.5126195250,52.2157844820,9.8626195250,52.4407844820,471,9.5126195250,52.2157844820
9.5126195250,51.9907844820,9.8626195250,52.2157844820,472,9.5126195250,51.9907844820
9.5126195250,51.7657844820,9.8626195250,51.9907844820,473,9.5126195250,51.7657844820
9.5126195250,51.5407844820,9.8626195250,51.7657844820,474,9.5126195250,51.5407844820
9.5126195250,51.3157844820,9.8626195250,51.5407844820,475,9.5126195250,51.3157844820
9.5126195250,51.0907844820,9.8626195250,51.3157844820,476,9.5126195250,51.0907844820
9.5126195250,50.8657844820,9.8626195250,51.0907844820,477,9.5126195250,50.8657844820
9.5126195250,50.6407844820,9.8626195250,50.8657844820,478,9.5126195250,50.6407844820
9.5126195250,50.4157844820,9.8626195250,50.6407844820,479,9.5126195250,50.4157844820
9.5126195250,50.1907844820,9.8626195250,50.4157844820,480,9.5126195250,50.1907844820
9.5126195250,49.9657844820,9.8626195250,50.1907844820,481,9.5126195250,49.9657844820
9.5126195250,49.7407844820,9.8626195250,49.9657844820,482,9.5126195250,49.7407844820
9.5126195250,49.5157844820,9.8626195250,49.7407844820,483,9.5126195250,49.5157844820
9.5126195250,49.2907844820,9.8626195250,49.5157844820,484,9.5126195250,49.2907844820
9.5126195250,49.0657844820,9.8626195250,49.2907844820,485,9.5126195250,49.0657844820
9.5126195250,48.8407844820,9.8626195250,49.0657844820,486,9.5126195250,48.8407844820
9.5126195250,48.6157844820,9.8626195250,48.8407844820,487,9.5126195250,48.6157844820
9.5126195250,48.3907844820,9.8626195250,48.6157844820,488,9.5126195250,48.3907844820
9.5126195250,48.1657844820,9.8626195250,48.3907844820,489,9.5126195250,48.1657844820
9.5126195250,47.9407844820,9.8626195250,48.1657844820,490,9.5126195250,47.9407844820
9.5126195250,47.7157844820,9.8626195250,47.9407844820,491,9.5126195250,47.7157844820
9.8626195250,54.6907844820,10.2126195250,54.9157844820,498,9.8626195250,54.6907844820
9.8626195250,54.2407844820,10.2126195250,54.4657844820,500,9.8626195250,54.2407844820
9.8626195250,54.0157844820,10.2126195250,54.2407844820,501,9.8626195250,54.0157844820
9.8626195250,53.7907844820,10.2126195250,54.0157844820,502,9.8626195250,53.7907844820
9.8626195250,53.5657844820,10.2126195250,53.7907844820,503,9.8626195250,53.5657844820
9.8626195250,53.3407844820,10.2126195250,53.5657844820,504,9.8626195250,53.3407844820
9.8626195250,53.1157844820,10.2126195250,53.3407844820,505,9.8626195250,53.1157844820
9.8626195250,52.8907844820,10.2126195250,53.1157844820,506,9.8626195250,52.8907844820
9.8626195250,52.6657844820,10.2126195250,52.8907844820,507,9.8626195250,52.6657844820
9.8626195250,52.4407844820,10.2126195250,52.6657844820,508,9.8626195250,52.4407844820
9.8626195250,52.2157844820,10.2126195250,52.4407844820,509,9.8626195250,52.2157844820
9.8626195250,51.9907844820,10.2126195250,52.2157844820,510,9.8626195250,51.9907844820
9.8626195250,51.7657844820,10.2126195250,51.9907844820,511,9.8626195250,51.7657844820
9.8626195250,51.5407844820,10.2126195250,51.7657844820,512,9.8626195250,51.5407844820
9.8626195250,51.3157844820,10.2126195250,51.5407844820,513,9.8626195250,51.3157844820
9.8626195250,51.0907844820,10.2126195250,51.3157844820,514,9.8626195250,51.0907844820
9.8626195250,50.8657844820,10.2126195250,51.0907844820,515,9.8626195250,50.8657844820
9.8626195250,50.6407844820,10.2126195250,50.8657844820,516,9.8626195250,50.6407844820
9.8626195250,50.4157844820,10.2126195250,50.6407844820,517,9.8626195250,50.4157844820
9.8626195250,50.1907844820,10.2126195250,50.4157844820,518,9.8626195250,50.1907844820
9.8626195250,49.9657844820,10.2126195250,50.1907844820,519,9.8626195250,49.9657844820
9.8626195250,49.7407844820,10.2126195250,49.9657844820,520,9.8626195250,49.7407844820
9.8626195250,49.5157844820,10.2126195250,49.7407844820,521,9.8626195250,49.5157844820
9.8626195250,49.2907844820,10.2126195250,49.5157844820,522,9.8626195250,49.2907844820
9.8626195250,49.0657844820,10.2126195250,49.2907844820,523,9.8626195250,49.0657844820
9.8626195250,48.8407844820,10.2126195250,49.0657844820,524,9.8626195250,48.8407844820
9.8626195250,48.6157844820,10.2126195250,48.8407844820,525,9.8626195250,48.6157844820
9.8626195250,48.3907844820,10.2126195250,48.6157844820,526,9.8626195250,48.3907844820
9.8626195250,48.1657844820,10.2126195250,48.3907844820,527,9.8626195250,48.1657844820
9.8626195250,47.9407844820,10.2126195250,48.1657844820,528,9.8626195250,47.9407844820
9.8626195250,47.7157844820,10.2126195250,47.9407844820,529,9.8626195250,47.7157844820
10.2126195250,54.2407844820,10.5626195250,54.4657844820,538,10.2126195250,54.2407844820
10.2126195250,54.0157844820,10.5626195250,54.2407844820,539,10.2126195250,54.0157844820
10.2126195250,53.7907844820,10.5626195250,54.0157844820,540,10.2126195250,53.7907844820
10.2126195250,53.5657844820,10.5626195250,53.7907844820,541,10.2126195250,53.5657844820
10.2126195250,53.3407844820,10.5626195250,53.5657844820,542,10.2126195250,53.3407844820
10.2126195250,53.1157844820,10.5626195250,53.3407844820,543,10.2126195250,53.1157844820
10.2126195250,52.8907844820,10.5626195250,53.1157844820,544,10.2126195250,52.8907844820
10.2126195250,52.6657844820,10.5626195250,52.8907844820,545,10.2126195250,52.6657844820
10.2126195250,52.4407844820,10.5626195250,52.6657844820,546,10.2126195250,52.4407844820
10.2126195250,52.2157844820,10.5626195250,52.4407844820,547,10.2126195250,52.2157844820
10.2126195250,51.9907844820,10.5626195250,52.2157844820,548,10.2126195250,51.9907844820
10.2126195250,51.7657844820,10.5626195250,51.9907844820,549,10.2126195250,51.7657844820
10.2126195250,51.5407844820,10.5626195250,51.7657844820,550,10.2126195250,51.5407844820
10.2126195250,51.3157844820,10.5626195250,51.5407844820,551,10.2126195250,51.3157844820
10.2126195250,51.0907844820,10.5626195250,51.3157844820,552,10.2126195250,51.0907844820
10.2126195250,50.8657844820,10.5626195250,51.0907844820,553,10.2126195250,50.8657844820
10.2126195250,50.6407844820,10.5626195250,50.8657844820,554,10.2126195250,50.6407844820
10.2126195250,50.4157844820,10.5626195250,50.6407844820,555,10.2126195250,50.4157844820
10.2126195250,50.1907844820,10.5626195250,50.4157844820,556,10.2126195250,50.1907844820
10.2126195250,49.9657844820,10.5626195250,50.1907844820,557,10.2126195250,49.9657844820
10.2126195250,49.7407844820,10.5626195250,49.9657844820,558,10.2126195250,49.7407844820
10.2126195250,49.5157844820,10.5626195250,49.7407844820,559,10.2126195250,49.5157844820
10.2126195250,49.2907844820,10.5626195250,49.5157844820,560,10.2126195250,49.2907844820
10.2126195250,49.0657844820,10.5626195250,49.2907844820,561,10.2126195250,49.0657844820
10.2126195250,48.8407844820,10.5626195250,49.0657844820,562,10.2126195250,48.8407844820
10.2126195250,48.6157844820,10.5626195250,48.8407844820,563,10.2126195250,48.6157844820
10.2126195250,48.3907844820,10.5626195250,48.6157844820,564,10.2126195250,48.3907844820
10.2126195250,48.1657844820,10.5626195250,48.3907844820,565,10.2126195250,48.1657844820
10.2126195250,47.9407844820,10.5626195250,48.1657844820,566,10.2126195250,47.9407844820
10.2126195250,47.7157844820,10.5626195250,47.9407844820,567,10.2126195250,47.7157844820
10.2126195250,47.4907844820,10.5626195250,47.7157844820,568,10.2126195250,47.4907844820
10.5626195250,54.2407844820,10.9126195250,54.4657844820,576,10.5626195250,54.2407844820
10.5626195250,54.0157844820,10.9126195250,54.2407844820,577,10.5626195250,54.0157844820
10.5626195250,53.7907844820,10.9126195250,54.0157844820,578,10.5626195250,53.7907844820
10.5626195250,53.5657844820,10.9126195250,53.7907844820,579,10.5626195250,53.5657844820
10.5626195250,53.3407844820,10.9126195250,53.5657844820,580,10.5626195250,53.3407844820
10.5626195250,53.1157844820,10.9126195250,53.3407844820,581,10.5626195250,53.1157844820
10.5626195250,52.8907844820,10.9126195250,53.1157844820,582,10.5626195250,52.8907844820
10.5626195250,52.6657844820,10.9126195250,52.8907844820,583,10.5626195250,52.6657844820
10.5626195250,52.4407844820,10.9126195250,52.6657844820,584,10.5626195250,52.4407844820
10.5626195250,52.2157844820,10.9126195250,52.4407844820,585,10.5626195250,52.2157844820
10.5626195250,51.9907844820,10.9126195250,52.2157844820,586,10.5626195250,51.9907844820
10.5626195250,51.7657844820,10.9126195250,51.9907844820,587,10.5626195250,51.7657844820
10.5626195250,51.5407844820,10.9126195250,51.7657844820,588,10.5626195250,51.5407844820
10.5626195250,51.3157844820,10.9126195250,51.5407844820,589,10.5626195250,51.3157844820
10.5626195250,51.0907844820,10.9126195250,51.3157844820,590,10.5626195250,51.0907844820
10.5626195250,50.8657844820,10.9126195250,51.0907844820,591,10.5626195250,50.8657844820
10.5626195250,50.6407844820,10.9126195250,50.8657844820,592,10.5626195250,50.6407844820
10.5626195250,50.4157844820,10.9126195250,50.6407844820,593,10.5626195250,50.4157844820
10.5626195250,50.1907844820,10.9126195250,50.4157844820,594,10.5626195250,50.1907844820
10.5626195250,49.9657844820,10.9126195250,50.1907844820,595,10.5626195250,49.9657844820
10.5626195250,49.7407844820,10.9126195250,49.9657844820,596,10.5626195250,49.7407844820
10.5626195250,49.5157844820,10.9126195250,49.7407844820,597,10.5626195250,49.5157844820
10.5626195250,49.2907844820,10.9126195250,49.5157844820,598,10.5626195250,49.2907844820
10.5626195250,49.0657844820,10.9126195250,49.2907844820,599,10.5626195250,49.0657844820
10.5626195250,48.8407844820,10.9126195250,49.0657844820,600,10.5626195250,48.8407844820
