hour,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,,pv1,pv2,pv3,pv4,pv5,pv6,,wind1,wind2,wind3,wind4,wind5,wind6
822,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,,0,0,0,0,0,0,,0.036862069,0.139393939,0.3089375,0.21225,0.2394,0.227142857
823,31.03,31.03,31.03,78.36,31.03,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.000655172,3.03E-05,0,0.0015,0,0,,0.038,0.143878788,0.3099375,0.21325,0.24385,0.218357143
824,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.03737931,0.020939394,0.0325,0.150928571,0.03045,0.061428571,,0.035,0.13669697,0.29725,0.192714286,0.23655,0.194928571
825,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,0.5,0,,0.097655172,0.059393939,0.1150625,0.335964286,0.1044,0.190571429,,0.028137931,0.114242424,0.264875,0.144178571,0.21555,0.148857143
826,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,0.5,0,,0.18,0.099060606,0.1486875,0.455321429,0.15915,0.330428571,,0.021551724,0.092878788,0.22,0.137678571,0.19945,0.132928571
827,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,,0.258344828,0.143545455,0.2053125,0.497142857,0.13685,0.415571429,,0.016482759,0.084060606,0.2410625,0.140035714,0.20225,0.152214286
828,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,,0.323551724,0.184242424,0.279625,0.480392857,0.1236,0.356357143,,0.014931034,0.078272727,0.2231875,0.127285714,0.20945,0.148857143
829,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,,0.333517241,0.213090909,0.3485,0.406392857,0.131,0.28,,0.018206897,0.072090909,0.1968125,0.111321429,0.19515,0.134928571
830,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,,0.272068966,0.187424242,0.3083125,0.260714286,0.1119,0.189785714,,0.024965517,0.067787879,0.181625,0.097214286,0.1744,0.128928571
831,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.151068966,0.109515152,0.199125,0.107321429,0.0715,0.077142857,,0.034551724,0.067393939,0.17075,0.102785714,0.1653,0.147071429
832,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,0.5,0,,0.031103448,0.023030303,0.0519375,0.007571429,0.01545,0.003071429,,0.054482759,0.088121212,0.200125,0.136107143,0.18255,0.181785714
833,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.086862069,0.126606061,0.2670625,0.178071429,0.22305,0.207357143
834,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.115,0.157060606,0.306625,0.208714286,0.25955,0.226
835,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.126344828,0.170090909,0.323,0.219214286,0.27905,0.235071429
836,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.118517241,0.16930303,0.3235,0.214071429,0.2812,0.229071429
837,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,78.36,78.36,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.109827586,0.165151515,0.3256875,0.200892857,0.2738,0.2085
838,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.108689655,0.165272727,0.319875,0.186785714,0.2601,0.183428571
839,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,78.36,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.110241379,0.165818182,0.319875,0.168,0.2399,0.155
840,31.03,31.03,31.03,31.03,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.113689655,0.164606061,0.315375,0.148464286,0.2187,0.126357143
841,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,78.36,31.03,78.36,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.116862069,0.159636364,0.3315,0.133178571,0.19955,0.109214286
842,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,78.36,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.120275862,0.155878788,0.353375,0.125357143,0.19965,0.111
843,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.123931034,0.151787879,0.384625,0.127071429,0.2032,0.121571429
844,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.128310345,0.150151515,0.41625,0.13775,0.21805,0.132785714
845,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,,0,0,0,0,0,0,,0.136896552,0.152727273,0.4744375,0.152642857,0.24205,0.148857143
846,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,31.03,0,0,,0,0,0,0,0,0,,0.147965517,0.156,0.510375,0.162285714,0.27315,0.168642857
847,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,0.5,0,0,,0.001586207,3.03E-05,0,0.001714286,0,0,,0.155793103,0.160121212,0.518375,0.166357143,0.29655,0.1885
848,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,0.5,31.03,0,0,,0.077862069,0.044,0.0128125,0.1205,0.04655,0.049785714,,0.160068966,0.17069697,0.5173125,0.16025,0.3263,0.224571429
849,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,,0.21762069,0.134636364,0.0449375,0.312178571,0.18975,0.210642857,,0.141172414,0.161636364,0.513,0.155214286,0.31975,0.222285714
850,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,,0.296344828,0.201848485,0.0723125,0.479785714,0.28835,0.375357143,,0.12137931,0.153666667,0.5058125,0.168142857,0.31475,0.244
851,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0.316137931,0.223969697,0.1255,0.57125,0.3092,0.483071429,,0.104793103,0.146818182,0.5158125,0.170571429,0.3156,0.269142857
852,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0.27537931,0.214272727,0.253375,0.566142857,0.26595,0.517285714,,0.089482759,0.140363636,0.5293125,0.167178571,0.31075,0.269714286
853,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,,0.20462069,0.163787879,0.2433125,0.474392857,0.23635,0.4435,,0.074,0.140727273,0.510375,0.160857143,0.2791,0.255571429
854,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,,0.121275862,0.108939394,0.1435,0.301571429,0.1803,0.291857143,,0.071965517,0.141666667,0.48375,0.151428571,0.2791,0.223142857
855,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,,0.052034483,0.05869697,0.0579375,0.113142857,0.09745,0.108785714,,0.089206897,0.15,0.47275,0.169035714,0.2969,0.228642857
856,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,,0.009206897,0.014090909,0.008375,0.008535714,0.0182,0.0065,,0.120034483,0.182757576,0.4761875,0.237357143,0.34785,0.298
857,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,,0,0,0,0,0,0,,0.159965517,0.238939394,0.474875,0.280928571,0.40835,0.336357143
858,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,,0,0,0,0,0,0,,0.191344828,0.260757576,0.4841875,0.27475,0.39555,0.329428571
859,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,,0,0,0,0,0,0,,0.211931034,0.264545455,0.4928125,0.263642857,0.38685,0.312071429
860,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,,0,0,0,0,0,0,,0.214448276,0.279272727,0.5148125,0.254928571,0.38865,0.288357143
861,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,,0,0,0,0,0,0,,0.208206897,0.280969697,0.5389375,0.247785714,0.40305,0.267785714
862,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,,0,0,0,0,0,0,,0.210724138,0.279848485,0.5498125,0.248607143,0.42805,0.266642857
863,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,,0,0,0,0,0,0,,0.218482759,0.286242424,0.5633125,0.24675,0.4501,0.272214286
864,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,,0,0,0,0,0,0,,0.236241379,0.28369697,0.532375,0.245321429,0.4678,0.279
865,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,,0,0,0,0,0,0,,0.238,0.303424242,0.5108125,0.250535714,0.4695,0.282642857
866,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,,0,0,0,0,0,0,,0.239,0.315030303,0.5051875,0.265821429,0.4519,0.289071429
867,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0,0,0,0,0,0,,0.24262069,0.317242424,0.501125,0.292785714,0.448,0.303285714
868,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0,0,0,0,0,0,,0.251758621,0.316121212,0.4994375,0.312107143,0.45455,0.331785714
869,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,,0,0,0,0,0,0,,0.253586207,0.31469697,0.4721875,0.321035714,0.46515,0.351857143
870,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0,0,0,0,0,0,,0.245551724,0.312363636,0.4641875,0.30925,0.4739,0.356785714
871,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0.001137931,0,0,0.00025,0,0,,0.238551724,0.328272727,0.4565,0.310964286,0.47575,0.376071429
872,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0.089137931,0.038484848,0.0595,0.062285714,0.0799,0.044857143,,0.216,0.318090909,0.43875,0.314892857,0.46415,0.370357143
873,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,,0.258793103,0.149787879,0.1873125,0.211535714,0.2496,0.183428571,,0.171137931,0.296212121,0.415125,0.3045,0.42725,0.355857143
874,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.435310345,0.275606061,0.315375,0.368678571,0.3855,0.336214286,,0.173275862,0.302151515,0.4615625,0.273964286,0.4141,0.355214286
875,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0.560310345,0.400818182,0.356,0.461071429,0.45165,0.442,,0.182172414,0.315181818,0.4705,0.289392857,0.447,0.3465
876,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.61437931,0.477939394,0.3104375,0.479214286,0.46555,0.457571429,,0.15,0.311121212,0.44125,0.319,0.4811,0.352071429
877,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.581793103,0.418272727,0.1655,0.439142857,0.40135,0.406357143,,0.103655172,0.267030303,0.3835625,0.274357143,0.4428,0.352714286
878,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.446965517,0.256606061,0.0848125,0.371428571,0.2587,0.295428571,,0.061103448,0.197424242,0.323125,0.222607143,0.37635,0.318642857
879,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,,0.239,0.094181818,0.03925,0.206678571,0.0965,0.146071429,,0.036689655,0.157757576,0.3080625,0.217642857,0.3323,0.325357143
880,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,,0.045896552,0.012272727,0.008,0.024178571,0.01285,0.012857143,,0.055655172,0.175575758,0.3540625,0.264035714,0.3301,0.384071429
881,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,31.03,0,0,0,0,0,,0,0,0,0,0,0,,0.129034483,0.238121212,0.4151875,0.311678571,0.34735,0.420928571
882,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,,0,0,0,0,0,0,,0.233275862,0.321060606,0.468125,0.33675,0.36515,0.410714286
883,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,,0,0,0,0,0,0,,0.306517241,0.374181818,0.5078125,0.337321429,0.38835,0.410571429
884,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,,0,0,0,0,0,0,,0.321413793,0.413333333,0.5439375,0.336714286,0.41375,0.407857143
885,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0.32862069,0.443545455,0.5755625,0.343035714,0.425,0.389214286
886,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,,0,0,0,0,0,0,,0.345103448,0.44130303,0.5865,0.341857143,0.42445,0.354642857
887,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,,0,0,0,0,0,0,,0.341724138,0.435060606,0.6026875,0.327428571,0.43715,0.330071429
888,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0,0,0,0,0,0,,0.337862069,0.422363636,0.6305625,0.31575,0.48,0.341214286
889,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.328413793,0.419242424,0.6080625,0.323928571,0.50455,0.396857143
890,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.317241379,0.404151515,0.6261875,0.335642857,0.51605,0.449142857
891,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.304206897,0.400848485,0.646125,0.363392857,0.5208,0.501071429
892,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.295586207,0.411424242,0.6591875,0.400214286,0.54635,0.531785714
893,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.287,0.431787879,0.6798125,0.426357143,0.5451,0.549857143
894,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.302758621,0.478242424,0.7,0.43925,0.57075,0.535142857
895,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,,0.003413793,6.06E-05,0,0,0,0,,0.308517241,0.510757576,0.7004375,0.435642857,0.6067,0.500142857
896,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,,0.091137931,0.028454545,0.023125,0.020178571,0.00665,0.004714286,,0.255724138,0.488484848,0.720125,0.458928571,0.62065,0.491857143
897,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0.23362069,0.091818182,0.1200625,0.062321429,0.0507,0.022071429,,0.180862069,0.461575758,0.7649375,0.472964286,0.597,0.541428571
898,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.361965517,0.191939394,0.20225,0.098285714,0.17635,0.049571429,,0.15962069,0.488272727,0.8379375,0.427035714,0.58315,0.532357143
899,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.404068966,0.28069697,0.1969375,0.151964286,0.3762,0.153142857,,0.224689655,0.594727273,0.9095625,0.405785714,0.6459,0.473714286
900,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0.347310345,0.232060606,0.1865,0.260107143,0.3508,0.2865,,0.342206897,0.713363636,0.932,0.407,0.7417,0.469714286
901,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0.250448276,0.138121212,0.16475,0.3455,0.2064,0.332,,0.443827586,0.791212121,0.929375,0.465607143,0.82065,0.496285714
902,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0.175034483,0.110878788,0.1263125,0.191535714,0.1269,0.22,,0.483896552,0.804909091,0.9230625,0.54225,0.87005,0.577857143
903,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.078275862,0.090090909,0.07075,0.0515,0.0723,0.065357143,,0.45762069,0.789424242,0.897875,0.612035714,0.8699,0.684
904,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.014689655,0.029363636,0.0211875,0.004607143,0.0079,0.005071429,,0.424448276,0.75769697,0.8426875,0.649035714,0.86535,0.766714286
905,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.405034483,0.708606061,0.7559375,0.662,0.86995,0.776928571
906,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.385689655,0.651363636,0.6495625,0.678357143,0.85715,0.7885
907,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.353,0.57469697,0.53375,0.699928571,0.81315,0.823
908,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.315689655,0.465666667,0.4329375,0.734285714,0.7194,0.835
909,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.277551724,0.355636364,0.348,0.678785714,0.58735,0.820857143
910,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.256103448,0.29769697,0.313625,0.606142857,0.4705,0.785357143
911,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.230103448,0.269969697,0.314125,0.515285714,0.412,0.701214286
912,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.211275862,0.251575758,0.3085,0.413821429,0.3911,0.605
913,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.189448276,0.241060606,0.3129375,0.3635,0.34775,0.524142857
914,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.167241379,0.229848485,0.3416875,0.348607143,0.3129,0.458428571
915,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.144206897,0.23469697,0.3769375,0.324607143,0.3164,0.401714286
916,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,0,0,,0,0,0,0,0,0,,0.128,0.239878788,0.412375,0.301357143,0.31145,0.344785714
917,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0.126206897,0.248606061,0.443,0.285357143,0.33695,0.316142857
918,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0.141034483,0.264727273,0.479,0.274535714,0.383,0.308571429
919,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,0,,0.006137931,0.000151515,0,0.003571429,0,0,,0.165137931,0.285727273,0.5073125,0.277428571,0.42505,0.315928571
920,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.125310345,0.026818182,0.016875,0.080142857,0.0137,0.014142857,,0.171965517,0.310393939,0.528625,0.292035714,0.45275,0.376857143
921,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,0,,0.266586207,0.100333333,0.0778125,0.21875,0.0536,0.099357143,,0.138310345,0.323727273,0.56975,0.267214286,0.4832,0.404214286
922,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.346551724,0.192484848,0.1308125,0.305714286,0.10275,0.251357143,,0.125655172,0.332606061,0.6425625,0.25475,0.50805,0.381071429
923,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,,0.39962069,0.287515152,0.171,0.3585,0.156,0.264714286,,0.140827586,0.403363636,0.7265,0.330928571,0.583,0.476142857
924,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,,0.415689655,0.313151515,0.1770625,0.3735,0.1756,0.252,,0.144206897,0.454909091,0.745375,0.39375,0.621,0.496928571
925,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,,0.355448276,0.253727273,0.116125,0.292357143,0.1572,0.165357143,,0.137689655,0.463515152,0.7121875,0.397607143,0.63315,0.506142857
926,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.214413793,0.160545455,0.0553125,0.177714286,0.09855,0.099428571,,0.120965517,0.453242424,0.646375,0.385714286,0.60515,0.535642857
927,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.089655172,0.066878788,0.0181875,0.070928571,0.03455,0.044571429,,0.117896552,0.431848485,0.5799375,0.402035714,0.5597,0.556357143
928,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0.01362069,0.006181818,0.0014375,0.006678571,0.00205,0.003357143,,0.153689655,0.432575758,0.5208125,0.428964286,0.5209,0.556428571
929,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.184448276,0.433060606,0.472875,0.429464286,0.47395,0.550428571
930,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.197034483,0.439,0.4641875,0.406464286,0.4727,0.527071429
931,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.218517241,0.452030303,0.4855,0.387642857,0.48195,0.517571429
932,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.238344828,0.437818182,0.5165625,0.381071429,0.4798,0.498642857
933,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.260655172,0.429060606,0.549,0.364928571,0.4667,0.482571429
934,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.261068966,0.427090909,0.573375,0.367892857,0.4612,0.472357143
935,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.253586207,0.427,0.595375,0.371821429,0.44885,0.454928571
936,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.259931034,0.42169697,0.5971875,0.365892857,0.47645,0.428142857
937,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.254551724,0.417969697,0.602625,0.354785714,0.5001,0.405071429
938,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.242206897,0.431212121,0.61225,0.357428571,0.54685,0.400857143
939,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.227517241,0.428454545,0.6115,0.364035714,0.56015,0.401285714
940,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.220310345,0.417363636,0.630375,0.377464286,0.57625,0.414357143
941,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.222758621,0.413363636,0.6278125,0.379178571,0.57835,0.431214286
942,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.226344828,0.417060606,0.6303125,0.365285714,0.578,0.452571429
