hour,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,,pv1,pv2,pv3,pv4,pv5,pv6,,wind1,wind2,wind3,wind4,wind5,wind6
3206,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0.512241379,0.453393939,0.41375,0.43675,0.5405,0.516357143,,0.208965517,0.194606061,0.2038125,0.270571429,0.3472,0.290071429
3207,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,,0.400586207,0.360818182,0.3144375,0.352964286,0.4655,0.419357143,,0.211241379,0.200181818,0.217375,0.265821429,0.3435,0.274357143
3208,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,,0.280896552,0.252878788,0.23275,0.249571429,0.3594,0.300428571,,0.205,0.196242424,0.2141875,0.251785714,0.33255,0.257714286
3209,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,,0.161172414,0.143909091,0.1483125,0.139535714,0.2218,0.158142857,,0.178655172,0.173030303,0.1993125,0.222142857,0.31515,0.236642857
3210,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.058275862,0.060969697,0.076375,0.050964286,0.0839,0.051142857,,0.120103448,0.125060606,0.171875,0.158928571,0.2747,0.195142857
3211,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.005137931,0.008878788,0.0190625,0.005785714,0.0194,0.008785714,,0.092931034,0.102242424,0.1616875,0.136,0.2173,0.171642857
3212,31.03,31.03,31.03,31.03,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.092758621,0.110393939,0.19125,0.147892857,0.2056,0.174214286
3213,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.085344828,0.121272727,0.198125,0.15575,0.20785,0.176642857
3214,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.07962069,0.128454545,0.1794375,0.1635,0.2003,0.171428571
3215,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.078586207,0.131757576,0.1585,0.164964286,0.18485,0.165214286
3216,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.079931034,0.131818182,0.1418125,0.160892857,0.16975,0.162071429
3217,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.082310345,0.132666667,0.133,0.150821429,0.16195,0.160642857
3218,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,,0,0,0,0,0,0,,0.086931034,0.132939394,0.12875,0.140321429,0.1599,0.162
3219,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,,0,0,0,0,0,0,,0.091068966,0.129424242,0.12,0.13625,0.15605,0.161928571
3220,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,,0,0,0,0.000107143,0,0.000428571,,0.091551724,0.122,0.113,0.127142857,0.1448,0.146
3221,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,,0.020689655,0.021545455,0.017125,0.022428571,0.02395,0.030071429,,0.083275862,0.103545455,0.0988125,0.109642857,0.1219,0.115714286
3222,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.096103448,0.097606061,0.0820625,0.074607143,0.0962,0.101928571,,0.09062069,0.095484848,0.0810625,0.09775,0.09955,0.100857143
3223,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,,0.224586207,0.258272727,0.2128125,0.168678571,0.2439,0.239071429,,0.125068966,0.128939394,0.1200625,0.105464286,0.1137,0.114571429
3224,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,,0.363689655,0.417969697,0.36025,0.264,0.3854,0.3975,,0.139793103,0.123181818,0.1266875,0.110892857,0.09855,0.116785714
3225,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,,0.502275862,0.552848485,0.45425,0.347428571,0.4863,0.533642857,,0.144275862,0.113363636,0.1159375,0.123178571,0.0885,0.123
3226,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,,0.596896552,0.652242424,0.51225,0.452678571,0.56775,0.655,,0.146793103,0.113666667,0.10975,0.147107143,0.08625,0.130642857
3227,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,,0.640931034,0.695484848,0.572875,0.561714286,0.57705,0.680357143,,0.152482759,0.122818182,0.1065,0.174642857,0.0882,0.140857143
3228,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.659275862,0.704606061,0.6055,0.617607143,0.5688,0.677214286,,0.160275862,0.139060606,0.107625,0.201142857,0.0993,0.155428571
3229,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0.635551724,0.675878788,0.6256875,0.606178571,0.55055,0.646285714,,0.169103448,0.160484848,0.1145625,0.22825,0.1144,0.170785714
3230,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.581896552,0.607969697,0.5815625,0.545857143,0.52495,0.601357143,,0.178482759,0.183,0.1249375,0.25725,0.12805,0.185428571
3231,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,,0.482896552,0.492,0.5003125,0.443428571,0.44745,0.509285714,,0.188068966,0.203090909,0.1358125,0.28675,0.13895,0.196
3232,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,,0.343241379,0.348060606,0.368,0.317607143,0.33325,0.375928571,,0.197241379,0.218363636,0.1416875,0.311535714,0.148,0.197571429
3233,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,,0.189344828,0.191242424,0.2226875,0.177178571,0.18915,0.209857143,,0.198965517,0.22369697,0.1405,0.320357143,0.1552,0.194
3234,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.060586207,0.066515152,0.08825,0.0545,0.0756,0.0625,,0.179689655,0.193939394,0.1260625,0.288071429,0.15135,0.171928571
3235,78.36,78.36,78.36,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0.006655172,0.011030303,0.0201875,0.008107143,0.01855,0.015642857,,0.186482759,0.182636364,0.117,0.279928571,0.15865,0.151642857
3236,31.03,31.03,31.03,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.212068966,0.217666667,0.1421875,0.298428571,0.18875,0.162357143
3237,31.03,31.03,31.03,31.03,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.219965517,0.233818182,0.157875,0.28925,0.1906,0.157
3238,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.225931034,0.238121212,0.1586875,0.268392857,0.17215,0.146285714
3239,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.221275862,0.234424242,0.1586875,0.241178571,0.15515,0.133357143
3240,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.216034483,0.220030303,0.155,0.214107143,0.1325,0.118571429
3241,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.213206897,0.203939394,0.1463125,0.186357143,0.10555,0.113142857
3242,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.207931034,0.174757576,0.12925,0.16425,0.0815,0.1135
3243,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.197241379,0.151636364,0.111,0.15125,0.0651,0.115714286
3244,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,,0,0,0,0.001178571,0,0.001785714,,0.189758621,0.145454545,0.0891875,0.150214286,0.05515,0.114571429
3245,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,,0.019551724,0.015909091,0.01475,0.033178571,0.02255,0.034928571,,0.178,0.14030303,0.0678125,0.136964286,0.04745,0.102285714
3246,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0.083931034,0.082181818,0.0731875,0.150535714,0.0994,0.149357143,,0.19437931,0.153939394,0.049,0.145928571,0.03845,0.081928571
3247,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0.203206897,0.243939394,0.2003125,0.324357143,0.2487,0.325214286,,0.236896552,0.169454545,0.0580625,0.198642857,0.0383,0.096928571
3248,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,,0.357172414,0.455212121,0.398,0.500392857,0.40525,0.475928571,,0.261551724,0.193030303,0.077625,0.277107143,0.0436,0.121071429
3249,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,,0.489241379,0.614454545,0.575,0.620857143,0.5564,0.59,,0.276448276,0.22,0.093375,0.333928571,0.0511,0.143928571
3250,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,,0.571034483,0.716666667,0.6878125,0.688285714,0.66745,0.682785714,,0.277793103,0.231272727,0.102375,0.361107143,0.062,0.164214286
3251,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.592551724,0.764272727,0.7489375,0.719321429,0.71035,0.729714286,,0.280896552,0.241727273,0.11025,0.3685,0.08075,0.178857143
3252,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.577275862,0.763757576,0.76675,0.701964286,0.70595,0.734142857,,0.289344828,0.250636364,0.122375,0.366642857,0.1054,0.189642857
3253,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.534172414,0.722121212,0.7441875,0.63325,0.68405,0.715285714,,0.297793103,0.254848485,0.13925,0.362714286,0.13055,0.199142857
3254,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,,0.445344828,0.631181818,0.68075,0.5255,0.63555,0.644,,0.297655172,0.254848485,0.156625,0.355107143,0.1504,0.206714286
3255,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,,0.332482759,0.510060606,0.576375,0.414464286,0.536,0.527785714,,0.284068966,0.251666667,0.17125,0.344285714,0.16365,0.209357143
3256,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0.225344828,0.360515152,0.4334375,0.29175,0.3944,0.3795,,0.264551724,0.249424242,0.1780625,0.33675,0.17025,0.205285714
3257,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,,0.130931034,0.20269697,0.260375,0.153214286,0.23095,0.211642857,,0.226275862,0.233575758,0.1745,0.320357143,0.1709,0.193214286
3258,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.049655172,0.066515152,0.0921875,0.046,0.083,0.063642857,,0.184206897,0.192757576,0.1490625,0.279892857,0.1601,0.158857143
3259,31.03,31.03,78.36,78.36,78.36,78.36,78.36,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0.005655172,0.012909091,0.0220625,0.008142857,0.02025,0.015857143,,0.16962069,0.181727273,0.1380625,0.25175,0.15495,0.134071429
3260,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.164758621,0.202909091,0.16725,0.253321429,0.179,0.156142857
3261,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.151793103,0.210636364,0.1839375,0.227714286,0.17685,0.174928571
3262,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,,0,0,0,0,0,0,,0.137862069,0.209848485,0.1845,0.206964286,0.1596,0.187428571
3263,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,31.03,0.5,0,,0,0,0,0,0,0,,0.124862069,0.191757576,0.175125,0.186821429,0.144,0.195714286
3264,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,,0,0,0,0,0,0,,0.109275862,0.170818182,0.162,0.171357143,0.12815,0.195714286
3265,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,0,,0,0,0,0,0,0,,0.097862069,0.155575758,0.1471875,0.157714286,0.11,0.188285714
3266,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,,0,0,0,0,0,0,,0.092241379,0.141242424,0.1274375,0.145964286,0.0908,0.178214286
3267,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0.5,0,,0,0,0,0,0,0,,0.089275862,0.126060606,0.1035,0.1345,0.0736,0.1655
3268,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,31.03,0.5,0,,0,0,0,0.000892857,0,0.0025,,0.083758621,0.113727273,0.08125,0.11725,0.0554,0.149214286
3269,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0.5,,0.024241379,0.021666667,0.01675,0.0335,0.0224,0.036857143,,0.070137931,0.093848485,0.057125,0.090214286,0.03545,0.114571429
3270,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,,0.105206897,0.087848485,0.074,0.110464286,0.0846,0.150857143,,0.04862069,0.071242424,0.0303125,0.082,0.02445,0.081928571
3271,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,0,0,,0.235275862,0.213151515,0.1968125,0.238035714,0.2093,0.323142857,,0.072793103,0.095242424,0.02875,0.100357143,0.02735,0.081214286
3272,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,0,,0.347137931,0.368272727,0.3910625,0.367928571,0.4179,0.478071429,,0.09462069,0.115606061,0.0406875,0.124428571,0.03215,0.095214286
3273,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,,0.444413793,0.519030303,0.564375,0.451178571,0.5506,0.592857143,,0.097862069,0.121848485,0.0486875,0.152535714,0.035,0.1195
3274,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,,0.52037931,0.621212121,0.6779375,0.495285714,0.65835,0.665214286,,0.088931034,0.119030303,0.0515,0.171642857,0.0393,0.144642857
3275,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0.576896552,0.677484848,0.73675,0.523321429,0.7103,0.717,,0.081068966,0.112969697,0.0540625,0.183964286,0.0456,0.169714286
3276,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.57837931,0.688878788,0.754,0.494107143,0.7217,0.713642857,,0.079931034,0.108575758,0.057125,0.19925,0.05215,0.191
3277,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.56062069,0.650575758,0.73025,0.436428571,0.69345,0.667428571,,0.082931034,0.105090909,0.0634375,0.223964286,0.059,0.207428571
3278,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.50362069,0.555909091,0.6616875,0.35325,0.61745,0.590928571,,0.083724138,0.10230303,0.070375,0.253821429,0.06765,0.218071429
3279,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,0,0,0,,0.407965517,0.418969697,0.557375,0.268714286,0.5083,0.4795,,0.079689655,0.101575758,0.076125,0.2805,0.079,0.224357143
3280,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.283310345,0.277515152,0.414125,0.17,0.3684,0.341571429,,0.073448276,0.104909091,0.0829375,0.296107143,0.09365,0.225785714
3281,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,,0.146827586,0.151242424,0.247375,0.082642857,0.21355,0.192714286,,0.064275862,0.106515152,0.0913125,0.294785714,0.10705,0.208714286
3282,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.049034483,0.058333333,0.092125,0.03075,0.0801,0.064785714,,0.055310345,0.099666667,0.0915625,0.278178571,0.10955,0.166642857
3283,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0.005896552,0.009909091,0.0228125,0.003535714,0.0198,0.014214286,,0.057482759,0.111666667,0.09025,0.26475,0.1247,0.150928571
3284,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0,0,0,,0.061482759,0.12969697,0.1053125,0.245285714,0.15455,0.168928571
3285,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.062862069,0.132575758,0.106875,0.22575,0.15915,0.182214286
3286,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,,0,0,0,0,0,0,,0.065206897,0.127242424,0.10025,0.204142857,0.14935,0.190142857
3287,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.066689655,0.121424242,0.093375,0.172785714,0.1351,0.191857143
3288,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,31.03,31.03,0,0,,0,0,0,0,0,0,,0.068931034,0.115242424,0.0876875,0.153,0.122,0.1915
3289,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0,0,0,,0,0,0,0,0,0,,0.073482759,0.105939394,0.0790625,0.140535714,0.1106,0.193714286
3290,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0.5,0.5,0,0,0,,0,0,0,0,0,0,,0.075172414,0.093939394,0.06675,0.126714286,0.0997,0.202142857
3291,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,31.03,31.03,0,0,0,0,,0,0,0,0,0,0,,0.072586207,0.082909091,0.0520625,0.115535714,0.0878,0.211071429
3292,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,,0,0,0,0.000107143,0.0001,0.002,,0.068413793,0.074545455,0.038375,0.109214286,0.07645,0.223142857
3293,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,0,0,0,0,,0.024310345,0.025757576,0.0216875,0.015928571,0.03015,0.035071429,,0.057758621,0.055757576,0.0259375,0.099928571,0.0601,0.224214286
3294,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,0,0,0,0,0,,0.106551724,0.098545455,0.0974375,0.052357143,0.11935,0.111642857,,0.043827586,0.037333333,0.011375,0.09775,0.0341,0.186785714
3295,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,,0.246793103,0.214121212,0.2653125,0.094535714,0.2802,0.206142857,,0.039310345,0.036333333,0.0058125,0.109107143,0.04105,0.223142857
3296,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,0,,0.404206897,0.318030303,0.4331875,0.136464286,0.4381,0.276928571,,0.041413793,0.045909091,0.010125,0.121821429,0.07455,0.281928571
3297,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,0,,0.522862069,0.382787879,0.5698125,0.19975,0.57225,0.330214286,,0.052448276,0.057969697,0.0165,0.122107143,0.09515,0.275214286
3298,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,0,,0.554517241,0.418121212,0.6663125,0.23825,0.66185,0.3605,,0.060172414,0.064666667,0.02425,0.112071429,0.1082,0.261142857
3299,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,0,,0.547793103,0.450575758,0.7241875,0.255142857,0.69755,0.343428571,,0.061758621,0.065666667,0.0293125,0.098642857,0.1185,0.264
3300,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,,0.521827586,0.473575758,0.7440625,0.270857143,0.64835,0.292642857,,0.064517241,0.061787879,0.027375,0.092035714,0.12905,0.259714286
3301,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,,0.47862069,0.465030303,0.717,0.254107143,0.56175,0.288285714,,0.064448276,0.057212121,0.02325,0.084964286,0.13565,0.234285714
3302,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,,0.421931034,0.439363636,0.6484375,0.220428571,0.46575,0.299642857,,0.058827586,0.055333333,0.0220625,0.075,0.13185,0.194571429
3303,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,,0.359206897,0.374818182,0.551,0.162678571,0.3852,0.261214286,,0.047241379,0.052121212,0.0229375,0.064214286,0.12195,0.161214286
3304,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,,0.271137931,0.269969697,0.40675,0.121357143,0.29265,0.185857143,,0.03462069,0.045575758,0.0246875,0.052392857,0.11315,0.136285714
3305,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,31.03,0.5,0,0,0,,0.162758621,0.149757576,0.2395,0.078178571,0.19375,0.1035,,0.023482759,0.035515152,0.0279375,0.040035714,0.104,0.115214286
3306,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0.059,0.061393939,0.0905,0.036357143,0.0818,0.043285714,,0.018344828,0.025272727,0.0325,0.028821429,0.08485,0.087714286
3307,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0.008206897,0.011393939,0.0226875,0.00525,0.0192,0.008142857,,0.032310345,0.025393939,0.0464375,0.026178571,0.07195,0.069785714
3308,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0,0,0,0,0,0,,0.064448276,0.034909091,0.0718125,0.03375,0.0744,0.073071429
3309,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0,0,0,0,0,0,,0.099034483,0.046151515,0.0928125,0.040821429,0.06745,0.079428571
3310,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0,0,0,0,0,0,,0.123724138,0.061484848,0.10975,0.044464286,0.06265,0.085642857
3311,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,,0,0,0,0,0,0,,0.130862069,0.07769697,0.119375,0.044571429,0.0642,0.090642857
3312,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.124344828,0.088272727,0.120875,0.043464286,0.06845,0.090785714
3313,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.116965517,0.092666667,0.11875,0.043178571,0.0714,0.093142857
3314,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.119517241,0.092515152,0.1165,0.04475,0.0736,0.094571429
3315,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0,,0,0,0,0,0,0,,0.13037931,0.089848485,0.117125,0.049607143,0.0754,0.097214286
3316,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0.5,0.5,0,,0,0,0,0.001142857,0,0.002928571,,0.134068966,0.080969697,0.117,0.053714286,0.0726,0.101785714
